IND	Datum	Tmax	Tmin	Tavg	R	CSP
11934	31.01.1954	-13,3	-19	-17,5	2,2	13
11934	01.02.1954	-12,9	-22,9	-19,5	0,4	15
11934	02.02.1954	-14,3	-25,4	-16,6	1,1	16
11934	03.02.1954	-10,6	-17	-12,7	0,2	20
11934	04.02.1954	-10,6	-16,9	-13,6		21
11934	05.02.1954	-7,4	-22,1	-13,2	0	20
11934	06.02.1954	-8,3	-19,1	-12,9	0,4	20
11934	07.02.1954	-9,2	-25	-16,4	1	18
11934	08.02.1954	-3,5	-15,6	-8,3	0,5	21
11934	09.02.1954	-1	-9,6	-5,8	0	22
11934	10.02.1954	-1,6	-18,6	-9,9		22
11934	11.02.1954	-0,4	-14	-4,4	0,2	18
11934	12.02.1954	3,4	-6,4	-1,6	0	18
11934	13.02.1954	4,5	-3,1	2,5	0	14
11934	14.02.1954	4,4	-5,6	-2,4		10
11934	15.02.1954	5,7	-9,6	-2,7		8
11934	16.02.1954	0,4	-8,4	-3	0,1	995
11934	17.02.1954	-1,8	-11	-8,6	0,1	995
11934	18.02.1954	-7,6	-17,3	-10,7		995
11934	19.02.1954	-5,2	-19,5	-13,7		995
11934	20.02.1954	-5,4	-20,6	-14,1		995
11934	21.02.1954	-3,7	-18,2	-12,6		995
11934	22.02.1954	-6	-17,6	-13,5	0	995
11934	23.02.1954	-5,4	-20	-12,3		995
11934	24.02.1954	1,7	-18,4	-8,3		995
11934	25.02.1954	0,3	-15,3	-6,6		995
11934	26.02.1954	1,4	-9,3	-2,1		995
11934	27.02.1954	4,4	-7,7	-0,2	0	995
11934	28.02.1954	6,7	-2	2,3	4,4	995
11934	01.03.1954	4	-0,6	1,2	1	995
11934	02.03.1954	5,7	-2,5	1,2	1,3	995
11934	03.03.1954	5,3	-0,9	1,5	8,2	1
11934	04.03.1954	7,4	0,2	5,1	1,6	995
11934	05.03.1954	6,8	1,6	3,1	5,4	
11934	06.03.1954	3	0	0,8	8,7	
11934	07.03.1954	2,4	-1,9	0,8	0,2	5
11934	08.03.1954	7	-1	1,1		
11934	09.03.1954	7	-3,2	0,5	0	
11934	10.03.1954	8,2	-4,7	0,2		
11934	11.03.1954	8,9	-3,9	3,1	0	
11934	12.03.1954	7	-0,1	3,2	0,5	
11934	13.03.1954	4,7	1	3		
11934	14.03.1954	10,4	-1,1	2,8		
11934	15.03.1954	11,1	-4	1,9		
11934	16.03.1954	10,7	-2	4,1		
11934	17.03.1954	6,6	-0,8	2,3		
11934	18.03.1954	9,6	-1,1	3,2		
11934	19.03.1954	12,1	-2,1	2,3	0	
11934	20.03.1954	6	-4,4	-1,3	0	
11934	21.03.1954	7,5	-3,2	3,8	0	
11934	22.03.1954	9,9	1,2	4		
11934	23.03.1954	10,1	-4	1,7		
11934	24.03.1954	5,7	-5	3,1	0,4	
11934	25.03.1954	8,5	1,4	4,1	0,3	
11934	26.03.1954	9,4	-1,5	4,6	4,5	
11934	27.03.1954	8,2	1,7	3,3	0,3	
11934	28.03.1954	6,1	-1,5	0,7	1,1	
11934	29.03.1954	9,6	-1,8	3,9		1
11934	30.03.1954	10,1	-4	4,5		
11934	31.03.1954	13,8	3,8	8,4		
11934	01.04.1954	14,7	3,6	8,9	0,2	
11934	02.04.1954	8,4	1,5	3,6	0	
11934	03.04.1954	10,3	-0,1	5,1	1,6	
11934	04.04.1954	10,2	2	6,6	0,3	
11934	05.04.1954	11,8	5,4	8,1	0	
11934	06.04.1954	12,6	5,6	9,4	1,6	
11934	07.04.1954	16	4,8	7,7	0	
11934	08.04.1954	5	2	3,2	0,5	
11934	09.04.1954	4,6	-3,6	-0,7	0	
11934	10.04.1954	2,4	-4	-1,7	0,2	
11934	11.04.1954	2	-4,4	-1,6	0,1	995
11934	12.04.1954	1,8	-5,3	-1,5	0,2	995
11934	13.04.1954	5,6	-5,8	1,1	0,7	
11934	14.04.1954	6,5	-1,8	2,8	3,7	
11934	15.04.1954	2,5	-0,3	0,7	6,7	5
11934	16.04.1954	4	-2,1	-0,2	1,6	4
11934	17.04.1954	4,4	-7,4	0,6	0	
11934	18.04.1954	4	-0,6	3,5	0,5	
11934	19.04.1954	5,2	0	1,5	8,4	
11934	20.04.1954	5,6	-1,5	2,5	2,7	4
11934	21.04.1954	7,1	1,6	4,6	2,3	
11934	22.04.1954	10,2	3	6,1	0	
11934	23.04.1954	6	-4,1	1,1		
11934	24.04.1954	7	-3,6	2,5	0	
11934	25.04.1954	8,6	0,2	2,5	0,1	
11934	26.04.1954	3,8	-3	1,2	0,9	
11934	27.04.1954	6,9	-3,6	1,3		
11934	28.04.1954	9,4	-4,9	3,7		
11934	29.04.1954	9	-3,8	5,4	0,2	
11934	30.04.1954	7,8	3,3	6,3	4	
11934	01.05.1954	15	5,7	10,4	0,5	
11934	02.05.1954	16,8	5,8	11,4	0,5	
11934	03.05.1954	16,6	2,9	10,9	0,7	
11934	04.05.1954	16,7	5,6	12,1	2,8	
11934	05.05.1954	13,2	5,6	10,9	10,5	
11934	06.05.1954	18,8	6	13,5	0,7	
11934	07.05.1954	19,8	9,9	13,5	9,4	
11934	08.05.1954	16,7	9,6	13,2	0,3	
11934	09.05.1954	17,8	9,2	12,1	5,6	
11934	10.05.1954	18,7	8,1	13,6	0,2	
11934	11.05.1954	17,8	6,6	12,2	1,4	
11934	12.05.1954	17,1	3,1	11,3		
11934	13.05.1954	10,1	0,3	5,5	0	
11934	14.05.1954	6	-0,9	3		
11934	15.05.1954	11	-5	5		
11934	16.05.1954	14	-2,3	9,1	0,3	
11934	17.05.1954	14	4,9	10,4	5,6	
11934	18.05.1954	12	8,7	9,8	11,6	
11934	19.05.1954	14,7	7,7	9,6	8,1	
11934	20.05.1954	9,6	6	7,6	1,1	
11934	21.05.1954	12,5	5,5	8,9		
11934	22.05.1954	13,8	4,4	8,7		
11934	23.05.1954	16,6	1,5	11,5		
11934	24.05.1954	17,2	3,2	9,9	6,3	
11934	25.05.1954	19,4	3,3	12,5		
11934	26.05.1954	20,5	6,1	14,8	0,5	
11934	27.05.1954	20,2	5,6	13,3	0,4	
11934	28.05.1954	21,4	7,8	15,3		
11934	29.05.1954	19	6	13,6		
11934	30.05.1954	19,1	6,4	12,1	1,7	
11934	31.05.1954	19,7	9,1	14,3	2,1	
11934	01.06.1954	18	11,9	14,6	4,2	
11934	02.06.1954	15	11,5	12,2	11,4	
11934	03.06.1954	17,2	9,5	13,1	2,1	
11934	04.06.1954	17,4	8,1	11,9		
11934	05.06.1954	14,2	8,6	12,4	0,6	
11934	06.06.1954	18,7	8,9	14	1,3	
11934	07.06.1954	19,8	10,5	12,6	1	
11934	08.06.1954	14,3	8,5	10,4	0	
11934	09.06.1954	19,2	4,3	13,1		
11934	10.06.1954	19,4	8,6	16,2	10,6	
11934	11.06.1954	20,7	12,6	16	15,6	
11934	12.06.1954	16,9	11,7	12,7	5,1	
11934	13.06.1954	21,4	6,6	15,7		
11934	14.06.1954	23,5	7,4	18,6	0	
11934	15.06.1954	18	12,6	14,6	3	
11934	16.06.1954	16,8	11,6	14,6		
11934	17.06.1954	20,3	9,5	16,2	3,4	
11934	18.06.1954	23,2	12,4	17,5	2,4	
11934	19.06.1954	24	11,5	18,2	0	
11934	20.06.1954	24,9	11,9	19,1	1,1	
11934	21.06.1954	26	13	18,6		
11934	22.06.1954	25,9	12	19,4	0,7	
11934	23.06.1954	21,2	11,6	18,1	6,2	
11934	24.06.1954	19,3	12,3	16,2	0	
11934	25.06.1954	20,7	12,9	16,3		
11934	26.06.1954	25,7	9,8	18,8		
11934	27.06.1954	27	11,6	21,4	6,2	
11934	28.06.1954	20,6	13	15	21,9	
11934	29.06.1954	14,3	10,2	13,1	4,3	
11934	30.06.1954	17,7	10,5	14,9	0	
11934	01.07.1954	22,9	14,3	18,6	30,3	
11934	02.07.1954	19	11,5	13,8	4,6	
11934	03.07.1954	13,3	9,2	10,7	0	
11934	04.07.1954	18,5	6	13,1		
11934	05.07.1954	23,1	8,3	16,5	0,1	
11934	06.07.1954	20,5	10,3	14,4	2,6	
11934	07.07.1954	19,5	7,9	13,8	4,1	
11934	08.07.1954	19,5	9,5	15,6	3,8	
11934	09.07.1954	18,2	10,2	14	0,2	
11934	10.07.1954	17,9	5,5	12,8	0,1	
11934	11.07.1954	17	8,2	11,6	0	
11934	12.07.1954	22,2	8	17,7		
11934	13.07.1954	22,9	10,4	17,8	0	
11934	14.07.1954	18,8	10,3	14,2		
11934	15.07.1954	18,6	8,3	13,4	0,2	
11934	16.07.1954	17	7,7	11,8		
11934	17.07.1954	18,6	6,5	14,1		
11934	18.07.1954	19,2	12,2	14	8,7	
11934	19.07.1954	18,2	12,1	14,3	0	
11934	20.07.1954	16,6	10,2	11,9	0	
11934	21.07.1954	18,6	7,9	12,3		
11934	22.07.1954	21,8	5,7	14,3		
11934	23.07.1954	22,1	8	14,2	10	
11934	24.07.1954	19,6	9,5	12,4	0,2	
11934	25.07.1954	21,6	6,9	16,8	0,1	
11934	26.07.1954	24,6	14,4	18,9	5,6	
11934	27.07.1954	23,6	12,7	18	0,5	
11934	28.07.1954	24,5	13,4	17,7	4,8	
11934	29.07.1954	19,7	13,8	15,1	4,3	
11934	30.07.1954	17,4	8,4	14,1	4	
